No,Title,Full Name,First Name,Last Name,Party,Profession,Birthplace,Marital Status,Constituency,Constituency Info,Profile URL,Homepage,Facebook,Instagram,TikTok,X,Mastodon,YouTube,Bluesky,LinkedIn,Threads,Telegram,Youtube,Gettr,Odyssee,Rumble,Xing,Twitch,WhatsApp,Tiktok,Linkedin,TiKTOK,LindedIn,Blog,Spotify,BlueSky,https://,Instgagram,Theads,Instgram,Telegramm,homepage
466,,Angela Rudzka,Angela,Rudzka,AfD,Referentin im Landtag Niedersachsen,Würzburg; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 049: Salzgitter – Wolfenbüttel,https://www.bundestag.de/abgeordnete/biografien/R/rudzka_angela-1046888,,https://www.facebook.com/AngelaRudzkaAfD/,,,https://x.com/AngelaRudzka/status/1878391468672393626,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,Corinna Rüffer,Corinna,Rüffer,Bündnis 90/Die Grünen,,Osnabrück; ledig; ein Kind.,ledig,Rheinland-Pfalz,Wahlkreis 202: Trier,https://www.bundestag.de/abgeordnete/biografien/R/rueffer_corinna-1046892,http://www.corinna-rueffer.de,http://de-de.facebook.com/corinna.ruffer,https://www.instagram.com/crueffer_mdb,,,,,https://bsky.app/profile/corinna-rueffer.de,,,,,,,,,,,,,,,,,,,,,,,
468,,Bernd Rützel,Bernd,Rützel,SPD,Maschinenschlosser,"Gemünden am Main; römisch-katholisch; verheiratet, zwei erwachsene Kinder.",verheiratet,Bayern,Wahlkreis 248: Main-Spessart,https://www.bundestag.de/abgeordnete/biografien/R/ruetzel_bernd-1046916,https://bernd-ruetzel.de/,https://www.facebook.com/berndruetzelmdb,https://www.instagram.com/bernd_ruetzel/#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,Daniela Rump,Daniela,Rump,SPD,Jura-Studentin,Hannover; evangelisch; ledig.,ledig,Niedersachsen,Wahlkreis 048: Hildesheim,https://www.bundestag.de/abgeordnete/biografien/R/rump_daniela-1046900,https://danielarump.de/,https://www.facebook.com/daniela.rump.spd?mibextid=wwXIfr&rdid=EltlmRg5z7Vy7F62&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1B39KRSwbU%2F%3Fmibextid%3DwwXIfr#,https://www.instagram.com/daniela.rump/,https://www.tiktok.com/@daniela.rump,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,Ruben Rupp,Ruben,Rupp,AfD,"Kaufmann im Einzelhandel, Wissenschaftlicher Referent",Mutlangen; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 269: Backnang – Schwäbisch Gmünd,https://www.bundestag.de/abgeordnete/biografien/R/rupp_ruben-1046904,https://ruben-rupp.de,https://www.facebook.com/afd.rupp,https://www.instagram.com/rubenruppecht,https://www.tiktok.com/@ruben.rupp,,,https://www.youtube.com/@rubenruppmdl4100,,,,,,,,,,,,,,,,,,,,,,,,
471,,Albert Rupprecht,Albert,Rupprecht,CDU/CSU,Diplom-Volkswirt,Waldthurn; römisch-katholisch; Vater zweier Töchter.,geschieden,Bayern,Wahlkreis 234: Weiden,https://www.bundestag.de/abgeordnete/biografien/R/rupprecht_albert-1046908,http://www.albert-rupprecht.de,https://www.facebook.com/AlbertRupprechtMdB,https://www.instagram.com/albertrupprechtmdb/#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,Johann Saathoff,Johann,Saathoff,SPD,Diplom-Verwaltungswirt (FH),Emden; evangelisch-lutherisch; verheiratet; fünf Kinder.,verheiratet,Niedersachsen,Wahlkreis 024: Aurich – Emden,https://www.bundestag.de/abgeordnete/biografien/S/saathoff_johann-1046924,https://www.johann-saathoff.de/,https://www.facebook.com/johann.saathoff,https://www.instagram.com/j.saathoff,,,,,,,,,,,,,,,,https://www.tiktok.com/@j.saathoff,,,,,,,,,,,,
473,,Zada Salihovic,Zada,Salihovic,Die Linke,Kauffrau für Büromanagement,"Pirna; aufgewachsen in Pirna, Sachsen.",geschieden,Sachsen,,https://www.bundestag.de/abgeordnete/biografien/S/salihovic_zada-1046944,,,https://www.instagram.com/imnotzadaaa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,Catarina dos Santos-Wintz,Catarina dos,Santos-Wintz,CDU/CSU,Rechtsanwältin,"Lissabon, Portugal; aufgewachsen in der StädteRegion Aachen; verheiratet; katholisch.",verheiratet,Nordrhein-Westfalen,Wahlkreis 087: Aachen II,https://www.bundestag.de/abgeordnete/biografien/S/santos_wintz_catarina-1046964,https://catarinadossantos.de,https://www.facebook.com/catarinadossantos2021,https://www.instagram.com/catarinadossantos_mdb/,,https://twitter.com/CatarinaDosSa,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,Carl-Philipp Sassenrath,Carl-Philipp,Sassenrath,CDU/CSU,"Volljurist, Ministerialbeamter",Neuss; römisch-katholisch; ledig; ein Kind.,ledig,Nordrhein-Westfalen,Wahlkreis 107: Neuss I,https://www.bundestag.de/abgeordnete/biografien/S/sassenrath_carl-1046970,https://www.cpsassenrath.de,https://www.facebook.com/cpsassenrath,https://www.instagram.com/cpsassenrath/,,https://x.com/cpsassenrath,,,,https://www.linkedin.com/in/cpsassenrath/,,,,,,,,,,,,,,,,,,,,,,
476,,Jamila Schäfer,Jamila,Schäfer,Bündnis 90/Die Grünen,,München; ein Kind.,geschieden,Bayern,Wahlkreis 218: München-Süd,https://www.bundestag.de/abgeordnete/biografien/S/schaefer_jamila-1046992,http://www.jamila-schaefer.de,,,https://www.tiktok.com/@jamila.schaefer?_t=ZN-8ue9lN5ZMsI&_r=1,,,,,,,,,,,,,,,,,,,,,https://bsky.app/profile/jamilaschaefer.bsky.social,,,,,,
477,Dr.,Sebastian Schäfer,Sebastian,Schäfer,Bündnis 90/Die Grünen,,Dettelbach; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 261: Esslingen,https://www.bundestag.de/abgeordnete/biografien/S/schaefer_sebastian-1046998,http://www.sebastian-es.de,,https://www.instagram.com/sebastian_es_bt,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/dr-sebastian-schaefer/,,,,,,,,,,,
478,,Johannes Schätzl,Johannes,Schätzl,SPD,Informatiker,Hutthurm; römisch-katholisch; ledig; ein Kind.,ledig,Bayern,Wahlkreis 228: Passau,https://www.bundestag.de/abgeordnete/biografien/S/schaetzl_johannes-1047012,https://Johannes-Schaetzl.de,,https://www.instagram.com/johannesschaetzl/,,,,,,https://,,,,,,,,,,,,,,,,,,,,,,
479,,Bernd Schattner,Bernd,Schattner,AfD,,Annweiler am Trifels; verheiratet; ein Kind.,verheiratet,Rheinland-Pfalz,Wahlkreis 210: Südpfalz,https://www.bundestag.de/abgeordnete/biografien/S/schattner_bernd-1047010,http://bernd-schattner.de/,https://www.facebook.com/bernd.schattner.AfD,https://www.instagram.com/schattner_bernd_afd/,https://www.tiktok.com/@bernd.schattner.mdb,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,Ulle Schauws,Ulle,Schauws,Bündnis 90/Die Grünen,Film- und Fernsehwissenschaftlerin,Krefeld-Hüls. Eingetragene Lebenspartnerschaft.,geschieden,Nordrhein-Westfalen,Wahlkreis 113: Krefeld II – Wesel II,https://www.bundestag.de/abgeordnete/biografien/S/schauws_ulle-1047018,http://www.ulle-schauws.de,https://facebook.com/ulleschauwsmdb,https://www.instagram.com/ulle_schauws/,https://www.tiktok.com/@ulleschauws,https://twitter.com/ulle_schauws,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Dr.,Nina Scheer,Nina,Scheer,SPD,"Juristin, Politikwissenschaftlerin, Musikerin",Berlin; ledig; ein Kind.,ledig,Schleswig-Holstein,Wahlkreis 010: Herzogtum Lauenburg – Stormarn-Süd,https://www.bundestag.de/abgeordnete/biografien/S/scheer_nina-1047022,https://www.nina-scheer.de,https://www.facebook.com/ninascheer.spd,,,https://www.x.com/ninascheer_spd,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,Raimond Scheirich,Raimond,Scheirich,AfD,Diplom-Umweltingenieur,Temeschburg (Rumänien); römisch-katholisch; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 251: Augsburg-Stadt,https://www.bundestag.de/abgeordnete/biografien/S/scheirich_raimond-1047034,https://raimond-scheirich.de/,ttps://www.facebook.com/Scheirich.Raimond,,https://www.tiktok.com/@raimondsrealtalk,https://x.com/Scheirich_AfD,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/raimond.scheirich/,,
483,Dr.,Christiane Schenderlein,Christiane,Schenderlein,CDU/CSU,,Weißenfels; evangelisch-lutherisch; drei Kinder.,geschieden,Sachsen,Wahlkreis 150: Nordsachsen,https://www.bundestag.de/abgeordnete/biografien/S/schenderlein_christiane-1047036,https://christiane-schenderlein.de/,https://www.facebook.com/chrschenderlein/,,,,,https://www.youtube.com/@ChristianeSchenderleinMdB,,,,,,,,,,,https://www.whatsapp.com/channel/0029VatCtoi0bIdiZnKNSA17,,,,,,,,,,,,,
484,,Volker Scheurell,Volker,Scheurell,AfD,"Tischler, Dachdecker",Lutherstadt Wittenberg; verheiratet; zwei Kinder.,verheiratet,Sachsen-Anhalt,Wahlkreis 070: Anhalt – Dessau – Wittenberg,https://www.bundestag.de/abgeordnete/biografien/S/scheurell_volker-1049166,,https://facebook.com/volker.scheurell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,Ulrike Schielke-Ziesing,Ulrike,Schielke-Ziesing,AfD,,Neubrandenburg; geschieden; drei Kinder.,geschieden,Mecklenburg-Vorpommern,Wahlkreis 017: Mecklenburgische Seenplatte II – Landkreis Rostock III,https://www.bundestag.de/abgeordnete/biografien/S/schielke_ziesing_ulrike-1047064,https://ulrike-schielke-ziesing.de/,https://www.facebook.com/UlrikeSchielkeZiesingAfD/,https://www.instagram.com/ulschzi/,,https://twitter.com/ulschzi,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,Lars Schieske,Lars,Schieske,AfD,Beamter im feuerwehrtechnischen Dienst,Cottbus.,geschieden,Brandenburg,Wahlkreis 064: Cottbus – Spree-Neiße,https://www.bundestag.de/abgeordnete/biografien/S/schieske_lars-1047068,https://lars-schieske.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,Carina Schießl,Carina,Schießl,AfD,Medizinisch-Technische Laboratoriumsassistentin,Schwandorf.,geschieden,Bayern,Wahlkreis 232: Regensburg,https://www.bundestag.de/abgeordnete/biografien/S/schiessl_carina-1047072,https://www.carina-schiessl.de/,https://www.facebook.com/people/carina-schie%c3%9fl/100095073790400/,https://www.instagram.com/_carina_schiessl_/,https://www.tiktok.com/@carina.schiessl,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,Manfred Schiller,Manfred,Schiller,AfD,Radio- und Fernsehtechniker,Schirmitz; römisch-katholisch; verheiratet; vier Kinder.,verheiratet,Bayern,Wahlkreis 234: Weiden,https://www.bundestag.de/abgeordnete/biografien/S/schiller_manfred-1047080,https://manfred-schiller.de,https://www.facebook.com/Manfred.Schiller.AfD/,https://www.instagram.com/manfred.schiller.afd/,https://www.tiktok.com/@manfred.schiller.afd,https://x.com/ManfredAfD,,https://www.youtube.com/@manfredschillermdb,,,,https://t.me/MANfREDSCHILLERAFD,,,,,,,,,,,,,,,,,,,,
489,,David Schliesing,David,Schliesing,Die Linke,"Schauspieldramaturg, Audioredakteur","Osterburg, Sachsen-Anhalt; aufgewachsen in Berlin; verheiratet.",verheiratet,Sachsen-Anhalt,Wahlkreis 067: Börde – Salzlandkreis,https://www.bundestag.de/abgeordnete/biografien/S/schliesing_david-1047102,https://www.davidschliesing.de,,https://www.instagram.com/david_schliesing/#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,Christoph Schmid,Christoph,Schmid,SPD,Politikwissenschaftler,München; evangelisch-lutherisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 253: Donau-Ries,https://www.bundestag.de/abgeordnete/biografien/S/schmid_christoph-1047116,https://www.christoph-schmid-spd.de/,https://de-de.facebook.com/christophalerheim/,https://www.instagram.com/christoph.schmid.alerheim/,https://www.tiktok.com/@christoph.schmid.mdb,,,https://www.youtube.com/@mdbchristophschmid,,,,,,,,,,,,,,,,,,,,,,,,
491,Dr.,Nils Schmid,Nils,Schmid,SPD,Jurist,Trier; evangelisch; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 262: Nürtingen,https://www.bundestag.de/abgeordnete/biografien/S/schmid_nils-1047120,https://www.nils-schmid.de/,https://www.facebook.com/Nils.Schmid.SPD/,https://www.instagram.com/nils.schmid.spd,https://www.tiktok.com/@nils.schmid.spd,https://twitter.com/nilsschmid?lang=de,,https://www.youtube.com/channel/UCvlTH9lXKCypzihbeAVdZXg,,,,,,,,,,,,,,,,,,,,,,,,
492,,Dagmar Schmidt,Dagmar,Schmidt,SPD,Historikerin,Gießen; ein Kind.,geschieden,Hessen,Wahlkreis 171: Lahn-Dill,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_dagmar-1047134,http://www.dagmarschmidt.de,http://www.facebook.com/dieschmidt,http://www.instagram.com/dieschmidt,,http://www.twitter.com/dieschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,Henri Schmidt,Henri,Schmidt,CDU/CSU,Geschäftsführer,Luckenwalde / Brandenburg; verheiratet; zwei Kinder.,verheiratet,Schleswig-Holstein,Wahlkreis 010: Herzogtum Lauenburg – Stormarn-Süd,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_henri-1047142,https://www.henri-schmidt.de,https://www.facebook.com/henri.schmidt,https://www.instagram.com/henri.schmidt.cdu/,,,,,,https://www.linkedin.com/in/henri-schmidt/,,,,,,,,,,,,,,,,,,,,,,
494,,Jan Wenzel Schmidt,Jan Wenzel,Schmidt,AfD,Handelsfachwirt,Magdeburg; verheiratet; zwei Kinder.,verheiratet,Sachsen-Anhalt,Wahlkreis 067: Börde – Salzlandkreis,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_jan-1047146,https://jan-wenzel-schmidt.de/,https://www.facebook.com/jan.schmidt.afd,https://www.instagram.com/jws_afd/,https://www.tiktok.com/@janwenzelschmidt,https://x.com/jws_afd,,,,,,https://t.me/janwenzelschmidt,,,,,,,,,,,,,,,,,,,,
495,,Julian Schmidt,Julian,Schmidt,AfD,Wirtschaftsingenieur,Marburg; evangelisch; verheiratet; drei Kinder.,verheiratet,Hessen,Wahlkreis 170: Marburg,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_julian-1047148,https://www.julian-schmidt-mdb.de,https://www.facebook.com/AfD.Julian.Schmidt,https://www.instagram.com/schmidtjulian_afd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Dr.,Paul Schmidt,Paul,Schmidt,AfD,Physiker,"Karlsruhe, evangelisch, verheiratet, zwei Kinder.",verheiratet,Baden-Württemberg,,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_paul-1047158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,Sebastian Schmidt,Sebastian,Schmidt,CDU/CSU,"Bankkaufmann, staatlich geprüfter Betriebswirt",Oldenburg i.H.; römisch-katholisch; ein Kind.,geschieden,Schleswig-Holstein,Wahlkreis 009: Ostholstein – Stormarn-Nord,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_sebastian-1047166,https://www.cdu-sebastian-schmidt.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,Stefan Schmidt,Stefan,Schmidt,Bündnis 90/Die Grünen,Mittelschullehrer,Freystadt.,geschieden,Bayern,Wahlkreis 232: Regensburg,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_stefan-1047168,https://www.schmidt-oberpfalz.de,https://www.facebook.com/schmidt.regensburg,https://www.instagram.com/stefan_schmidt_mdb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,Uwe Schmidt,Uwe,Schmidt,SPD,Hafenfacharbeiter,Bremerhaven; evangelisch; verheiratet; ein Kind.,verheiratet,Bremen,Wahlkreis 055: Bremen II – Bremerhaven,https://www.bundestag.de/abgeordnete/biografien/S/schmidt_uwe-1047170,https://www.uwe-schmidt-mdb.de/,https://www.facebook.com/schmidtmachts,https://instagram.com/uweschmidt.mdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,Carsten Schneider,Carsten,Schneider,SPD,Bankkaufmann,Erfurt.,geschieden,Thüringen,Wahlkreis 192: Erfurt – Weimar – Weimarer Land II,https://www.bundestag.de/abgeordnete/biografien/S/schneider_carsten-1047194,http://www.carsten-schneider.de,http://www.facebook.com/schneidercar,http://www.instagram.com/schneidercar_spd,,http://www.twitter.com/schneidercar,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,Julia Schneider,Julia,Schneider,Bündnis 90/Die Grünen,"MdAB, Landesbeamtin a. D.",Berlin; ledig; ein Kind.,ledig,Berlin,Wahlkreis 075: Berlin-Pankow,https://www.bundestag.de/abgeordnete/biografien/S/schneider_julia-1047200,https://www.juliaschneider.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,Patrick Schnieder,Patrick,Schnieder,CDU/CSU,Bürgermeister a. D.,Kyllburg; römisch-katholisch; verheiratet.,verheiratet,Rheinland-Pfalz,Wahlkreis 201: Bitburg,https://www.bundestag.de/abgeordnete/biografien/S/schnieder_patrick-1047212,http://www.patrick-schnieder.de,http://www.facebook.com/PatrickSchniederMdB,https://www.instagram.com/pschnieder/,https://www.tiktok.com/@patrick.schnieder,http://www.twitter.com/PSchnieder,,,,,,,http://www.youtube.com/user/PatrickSchnieder,,,,,,,,,,,,,,,,,,,
503,,Marlene Schönberger,Marlene,Schönberger,Bündnis 90/Die Grünen,Politikwissenschaftlerin,Landshut; ledig.,ledig,Bayern,Wahlkreis 229: Rottal-Inn,https://www.bundestag.de/abgeordnete/biografien/S/schoenberger_marlene-1047232,https://www.marlene-schoenberger.de/,https://www.facebook.com/SchoenbergerMarlene/,https://www.instagram.com/lime_green_leni/,,https://twitter.com/lime_green_leni,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,Evelyn Schötz,Evelyn,Schötz,Die Linke,Pflegefachkraft,Lauf a.d.Pegnitz; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 245: Roth,https://www.bundestag.de/abgeordnete/biografien/S/schoetz_evelyn-1047244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,Olaf Scholz,Olaf,Scholz,SPD,Rechtsanwalt,Osnabrück.,geschieden,Brandenburg,Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,https://www.bundestag.de/abgeordnete/biografien/S/scholz_olaf-1047228,https://olaf-scholz.spd.de,https://www.facebook.com/olafscholz,https://www.instagram.com/olafscholz/,https://www.tiktok.com/teamolafscholz,https://twitter.com/OlafScholz,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,Johannes Schraps,Johannes,Schraps,SPD,,Bad Pyrmont; evangelisch-lutherisch; verheiratet; ein Kind.,verheiratet,Niedersachsen,Wahlkreis 046: Hameln-Pyrmont – Holzminden,https://www.bundestag.de/abgeordnete/biografien/S/schraps_johannes-1047252,http://www.johannes-schraps.de,http://facebook.com/johannes.schraps.spd,https://www.instagram.com/jojoschraps/,,https://twitter.com/jojoschraps,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,Felix Schreiner,Felix,Schreiner,CDU/CSU,,Waldshut; evangelisch.,geschieden,Baden-Württemberg,Wahlkreis 288: Waldshut,https://www.bundestag.de/abgeordnete/biografien/S/schreiner_felix-1049188,http://www.felix-schreiner.de,https://www.facebook.com/schreiner.felix/,https://www.instagram.com/felixschreiner/,,https://twitter.com/felixschreiner,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,Michael Schrodi,Michael,Schrodi,SPD,Studienrat,München; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 214: Fürstenfeldbruck,https://www.bundestag.de/abgeordnete/biografien/S/schrodi_michael-1047266,http://www.michael-schrodi.de,http://www.facebook.com/m.schrodi,http://www.instagram.com/michaelschrodi,,http://www.twitter.com/mischrodi,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,Stefan Schröder,Stefan,Schröder,AfD,Büroleiter,Erfurt; verheiratet; zwei Kinder.,verheiratet,Thüringen,Wahlkreis 190: Jena – Sömmerda – Weimarer Land I,https://www.bundestag.de/abgeordnete/biografien/S/schroeder_stefan-1047264,,https://www.facebook.com/Stefan.Schroeder.AfD/,https://www.instagram.com/stefan.schroder.1983/,https://www.tiktok.com/@stefan.schrder.sm,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,Georg Schroeter,Georg,Schroeter,AfD,Unternehmer,Hamm; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 144: Hamm – Unna II,https://www.bundestag.de/abgeordnete/biografien/S/schroeter_georg-1047268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,Bernd Schuhmann,Bernd,Schuhmann,AfD,Gärtnermeister,Schweinfurt; konfessionslos; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 249: Schweinfurt,https://www.bundestag.de/abgeordnete/biografien/S/schuhmann_bernd-1047278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,Marvin Schulz,Marvin,Schulz,CDU/CSU,Angestellter im öffentlichen Dienst,Berlin.,geschieden,Berlin,Wahlkreis 076: Berlin-Reinickendorf,https://www.bundestag.de/abgeordnete/biografien/S/schulz_marvin-1047290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,Uwe Schulz,Uwe,Schulz,AfD,Leitender Angestellter,Gießen; verheiratet.,verheiratet,Hessen,,https://www.bundestag.de/abgeordnete/biografien/S/schulz_uwe-1047300,www.zukunftistblau.de,http://www.facebook.com/uweschulzafd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,Svenja Schulze,Svenja,Schulze,SPD,Unternehmensberaterin,"Düsseldorf, verheiratet.",verheiratet,Nordrhein-Westfalen,Wahlkreis 128: Münster,https://www.bundestag.de/abgeordnete/biografien/S/schulze_svenja-1047308,https://svenja-schulze.de/,https://www.facebook.com/svenja.schulze,,https://www.tiktok.com/@svenja_schulze,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,Frank Schwabe,Frank,Schwabe,SPD,,Waltrop; evangelisch-lutherisch; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 120: Recklinghausen I,https://www.bundestag.de/abgeordnete/biografien/S/schwabe_frank-1047336,http://www.frank-schwabe.de,https://www.facebook.com/frankschwabe.spd,,,https://twitter.com/FrankSchwabe,,,,,,,,,,,,,,https://www.tiktok.com/@frank.schwabe?lang=de-DE,,,,,,,,,,,,
516,,Stefan Schwartze,Stefan,Schwartze,SPD,Industriemechaniker,Bad Oeynhausen; evangelisch; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 132: Herford – Minden-Lübbecke II,https://www.bundestag.de/abgeordnete/biografien/S/schwartze_stefan-1047344,http://www.stefan-schwartze.de/,https://www.facebook.com/stefan.schwartze/,https://instagram.com/stefan_schwartze,https://www.tiktok.com/@stefan_schwartze,,,,,,,,https://www.youtube.com/channel/UCftgEuaLseKSMknb2xNdJ-g,,,,,,,,,,,,,,,,,,,
517,,Andreas Schwarz,Andreas,Schwarz,SPD,Diplom-Betriebswirt (FH),Berleburg; evangelisch; ein Kind.,geschieden,Bayern,Wahlkreis 235: Bamberg,https://www.bundestag.de/abgeordnete/biografien/S/schwarz_andreas-1047346,http://www.spd-schwarz.de,https://www.facebook.com/andreas.schwarz.spd,https://www.instagram.com/andreas.schwarz.mdb/,,https://twitter.com/Schwarz_MdB,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,Rita Schwarzelühr-Sutter,Rita,Schwarzelühr-Sutter,SPD,,Waldshut; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 288: Waldshut,https://www.bundestag.de/abgeordnete/biografien/S/schwarzeluehr_sutter_rita-1047350,https://xn--schwarzelhr-sutter-u6b.de/,https://www.facebook.com/schwarzeluehrsutter/,https://www.instagram.com/rischwasu/,,https://twitter.com/rischwasu?lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,Ines Schwerdtner,Ines,Schwerdtner,Die Linke,Publizistin,Werdau; konfessionslos; ledig; ein Kind.,ledig,Berlin,Wahlkreis 085: Berlin-Lichtenberg,https://www.bundestag.de/abgeordnete/biografien/S/schwerdtner_ines-1047360,https://www.inesschwerdtner.de,,https://www.instagram.com/inesschwerdtner/,,https://x.com/inesschwerdtner,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,Stefan Seidler,Stefan,Seidler,fraktionslos,,Flensburg; evangelisch; verheiratet; zwei Kinder.,verheiratet,Schleswig-Holstein,Wahlkreis 001: Flensburg – Schleswig,https://www.bundestag.de/abgeordnete/biografien/S/seidler_stefan-1047378,https://stefan-seidler.info/,https://www.facebook.com/stefan.seidler1,https://www.instagram.com/stefan.seidler.ssw/,,,,,,https://www.linkedin.com/in/stefanseidler/,,,,,,,,,,,,,,,,,,,,,,
521,,Detlef Seif,Detlef,Seif,CDU/CSU,Rechtsanwalt,"Euskirchen; evangelisch-lutherisch; verheiratet, ein Kind.",verheiratet,Nordrhein-Westfalen,Wahlkreis 091: Euskirchen – Rhein-Erft-Kreis II,https://www.bundestag.de/abgeordnete/biografien/S/seif_detlef-1047380,http://www.detlef-seif-cdu.de/,https://www.facebook.com/DetlefSeif,https://www.instagram.com/detlefseifmdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,Dario Seifert,Dario,Seifert,AfD,Kaufmann Bürokommunikation,Recklinghausen.,geschieden,Mecklenburg-Vorpommern,Wahlkreis 015: Vorpommern-Rügen – Vorpommern-Greifswald I,https://www.bundestag.de/abgeordnete/biografien/S/seifert_dario-1047384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,Nora Seitz,Nora,Seitz,CDU/CSU,Fleischermeisterin,"Karl-Marx-Stadt, jetzt Chemnitz; evangelisch-lutherisch; ledig.",ledig,Sachsen,Wahlkreis 161: Chemnitz,https://www.bundestag.de/abgeordnete/biografien/S/seitz_nora-1047392,,,https://www.instagram.com/noraseitz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Dr.,Lina Seitzl,Lina,Seitzl,SPD,Politikwissenschaftlerin,Lörrach; ein Kind.,geschieden,Baden-Württemberg,Wahlkreis 287: Konstanz,https://www.bundestag.de/abgeordnete/biografien/S/seitzl_lina-1047394,https://www.lina-seitzl.de/,,https://www.instagram.com/lina_seitzl/,https://www.tiktok.com/@linaseitzl,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,Martin Sichert,Martin,Sichert,AfD,Diplom-Kaufmann,Nürnberg; zwei Kinder.,geschieden,Niedersachsen,Wahlkreis 026: Friesland – Wilhelmshaven – Wittmund,https://www.bundestag.de/abgeordnete/biografien/S/sichert_martin-1047420,,https://www.facebook.com/sichertmartin,https://www.instagram.com/martinsichert,https://www.tiktok.com/@sichertdeutschland,https://x.com/Martin_Sichert,,https://www.youtube.com/c/martinsichertmdb,,,,https://t.me/martinsichertinfo,,,,,,,https://whatsapp.com/channel/0029VaRXVbQBvvsj4XoUuO1K,,,,,,,,,,,,,
